CNUC;N_REFERENCIA;UNIDADE;ACAO_MANEJO;INSTRUMENTO;APOIO;NOTA_INSUMO;ORDEM;NOTA_PESSOAL;NOTA_EQUIPAMENTO;NOTA_CAPACIDADE;NOTA_RECURSO;NOTA_APOIO;BIOMA
5220.35.3249;107205220353249 ;ESTAÇÃO ECOLÓGICA MUNICIPAL DO PIRAJIBU;Implantar o Conselho Gestor;OUTRO INSTRUMENTO;Muito apoio externo;0,300224;8;0,25;0;1;0;0,25;Mata Atlântica
5220.35.3249;108205220353249 ;ESTAÇÃO ECOLÓGICA MUNICIPAL DO PIRAJIBU;Avaliar impactos ambientais em processo de licenciamento ambiental;OUTRO INSTRUMENTO;Não foi necessário apoio externo;0,550151;2;0,75;0;1;0;0;Mata Atlântica
5220.35.3249;109205220353249 ;ESTAÇÃO ECOLÓGICA MUNICIPAL DO PIRAJIBU;Elaborar o planejamento Tático/Operacional;SEM INSTRUMENTO;Total apoio externo;0,000197;9;0;0;0;0;0;Mata Atlântica
0000.00.0074;101200000000074 ;ESTAÇÃO ECOLÓGICA RASO DA CATARINA;Realizar o monitoramento da biodiversidade;PLANO DE MANEJO;Moderado apoio externo;0,800154;6;1;1;0,75;0,75;0,5;Caatinga
0000.00.0074;102200000000074 ;ESTAÇÃO ECOLÓGICA RASO DA CATARINA;Realizar ações de Manejo Integrado do Fogo;PLANO DE MANEJO INTEGRADO DO FOGO;Moderado apoio externo;0,900193;2;1;1;1;1;0,5;Caatinga
0000.00.0074;103200000000074 ;ESTAÇÃO ECOLÓGICA RASO DA CATARINA;Implantar o Conselho Gestor;PLANO DE AÇÃO;Muito apoio externo;0,800224;5;1;1;1;0,75;0,25;Caatinga
0000.00.0074;104200000000074 ;ESTAÇÃO ECOLÓGICA RASO DA CATARINA;Realizar a fiscalização;PLANO DE FISCALIZAÇÃO;Moderado apoio externo;0,800139;7;0,75;1;1;0,75;0,5;Caatinga
0000.00.0074;105200000000074 ;ESTAÇÃO ECOLÓGICA RASO DA CATARINA;Elaborar Programa/Plano de Educação Ambiental;PLANO DE AÇÃO;Muito apoio externo;0,65016;11;0,75;0,75;0,75;0,75;0,25;Caatinga
0000.00.0074;106200000000074 ;ESTAÇÃO ECOLÓGICA RASO DA CATARINA;Realizar sinalização dos limites;PLANO DE MANEJO;Moderado apoio externo;0,750173;8;0,75;1;1;0,5;0,5;Caatinga
0000.00.0074;107200000000074 ;ESTAÇÃO ECOLÓGICA RASO DA CATARINA;Garantir infraestrutura para realização das atividades;PLANO DE MANEJO;Muito apoio externo;0,550209;14;0,5;0,5;0,75;0,75;0,25;Caatinga
0000.00.0074;108200000000074 ;ESTAÇÃO ECOLÓGICA RASO DA CATARINA;Planejar e Ordenar o Uso Público;PLANO DE MANEJO;Pouco apoio externo;0,750135;10;0,75;0,75;1;0,5;0,75;Caatinga
0000.00.0074;109200000000074 ;ESTAÇÃO ECOLÓGICA RASO DA CATARINA;Planejar e Ordenar o Uso Público;PLANO DE MANEJO;Moderado apoio externo;0,850135;4;0,75;1;1;1;0,5;Caatinga
0000.00.0074;110200000000074 ;ESTAÇÃO ECOLÓGICA RASO DA CATARINA;Planejar e Ordenar o Uso Público;PLANO DE MANEJO;Muito apoio externo;0,750135;9;0,75;0,75;1;1;0,25;Caatinga
0000.00.0074;111200000000074 ;ESTAÇÃO ECOLÓGICA RASO DA CATARINA;Manter a rotina administrativa;PLANEJAMENTO ESTRATÉGICO;Não foi necessário apoio externo;0,950189;1;1;1;1;0,75;0;Caatinga
0000.00.0074;112200000000074 ;ESTAÇÃO ECOLÓGICA RASO DA CATARINA;Comunicar e divulgar por meio das redes sociais;PLANO DE AÇÃO;Moderado apoio externo;0,550216;13;0,75;0,5;0,5;0,5;0,5;Caatinga
0000.00.0074;113200000000074 ;ESTAÇÃO ECOLÓGICA RASO DA CATARINA;Garantir infraestrutura para realização das atividades;PLANEJAMENTO ESTRATÉGICO;Muito apoio externo;0,600209;12;0,75;0,75;0,75;0,5;0,25;Caatinga
0000.00.0074;114200000000074 ;ESTAÇÃO ECOLÓGICA RASO DA CATARINA;Implantar o manejo de espécies ou habitats;PLANO DE MANEJO;Muito apoio externo;0,850149;3;1;1;1;1;0,25;Caatinga
0000.00.0068;101200000000068 ;ESTAÇÃO ECOLÓGICA RIO ACRE;Gerir atividades de pesquisa e gestão do conhecimento;PLANO DE MANEJO;Pouco apoio externo;0,650156;3;0,5;0,75;1;0,25;0,75;Amazônia
0000.00.0068;102200000000068 ;ESTAÇÃO ECOLÓGICA RIO ACRE;Gerir atividades de pesquisa e gestão do conhecimento;PLANO DE MANEJO;Pouco apoio externo;0,750156;2;0,25;1;1;0,75;0,75;Amazônia
0000.00.0068;103200000000068 ;ESTAÇÃO ECOLÓGICA RIO ACRE;Gerir atividades de pesquisa e gestão do conhecimento;OUTRO INSTRUMENTO;Pouco apoio externo;0,900156;1;0,75;1;1;1;0,75;Amazônia
0000.00.0068;104200000000068 ;ESTAÇÃO ECOLÓGICA RIO ACRE;Realizar a fiscalização;PLANO DE FISCALIZAÇÃO;Moderado apoio externo;0,550139;8;0,25;0,5;0,5;1;0,5;Amazônia
0000.00.0068;105200000000068 ;ESTAÇÃO ECOLÓGICA RIO ACRE;Elaborar Programa/Plano de Educação Ambiental;PLANO DE MANEJO;Moderado apoio externo;0,60016;5;0,25;0,75;1;0,5;0,5;Amazônia
0000.00.0068;106200000000068 ;ESTAÇÃO ECOLÓGICA RIO ACRE;Realizar demarcação dos limites;PLANO DE MANEJO;Pouco apoio externo;0,600174;4;0,25;0,75;0,75;0,5;0,75;Amazônia
0000.00.0068;107200000000068 ;ESTAÇÃO ECOLÓGICA RIO ACRE;Realizar a fiscalização;PLANO DE FISCALIZAÇÃO;Muito apoio externo;0,600139;6;0,25;1;0,5;1;0,25;Amazônia
0000.00.0068;108200000000068 ;ESTAÇÃO ECOLÓGICA RIO ACRE;Comunicar e divulgar por meio das redes sociais;OUTRO INSTRUMENTO;Moderado apoio externo;0,550216;7;0,25;0,75;0,75;0,5;0,5;Amazônia
0000.00.0068;109200000000068 ;ESTAÇÃO ECOLÓGICA RIO ACRE;Garantir infraestrutura para realização das atividades;SEM INSTRUMENTO;Moderado apoio externo;0,450209;9;0,25;0,5;0,5;0,5;0,5;Amazônia
0000.00.0068;110200000000068 ;ESTAÇÃO ECOLÓGICA RIO ACRE;Organizar e participar em eventos;PLANO DE MANEJO;Moderado apoio externo;0,400219;10;0,25;0,5;0,25;0,5;0,5;Amazônia
0000.26.3312;101200000263312 ;ESTAÇÃO ECOLÓGICA SERRA DA CANOA;Realizar a regularização fundiária em imóveis privados;PLANO DE AÇÃO;Moderado apoio externo;0,300169;6;0;0;1;0;0,5;Caatinga
0000.26.3312;102200000263312 ;ESTAÇÃO ECOLÓGICA SERRA DA CANOA;Elaborar Plano de Manejo;PLANO DE AÇÃO;Total apoio externo;0,500125;2;0,5;0;1;1;0;Caatinga
0000.26.3312;103200000263312 ;ESTAÇÃO ECOLÓGICA SERRA DA CANOA;Formar o Conselho Gestor;PLANO DE AÇÃO;Moderado apoio externo;0,250162;7;0;0;0,75;0;0,5;Caatinga
0000.26.3312;104200000263312 ;ESTAÇÃO ECOLÓGICA SERRA DA CANOA;Garantir infraestrutura para realização das atividades;OUTRO INSTRUMENTO;Total apoio externo;0,300209;5;0,5;0;1;0;0;Caatinga
0000.26.3312;105200000263312 ;ESTAÇÃO ECOLÓGICA SERRA DA CANOA;Gerir atividades de pesquisa e gestão do conhecimento;OUTRO INSTRUMENTO;Total apoio externo;0,450156;3;1;0,25;1;0;0;Caatinga
0000.26.3312;106200000263312 ;ESTAÇÃO ECOLÓGICA SERRA DA CANOA;Implantar ações de Educação Ambiental;OUTRO INSTRUMENTO;Moderado apoio externo;0,400207;4;0,5;0,25;0,75;0;0,5;Caatinga
0000.26.3312;107200000263312 ;ESTAÇÃO ECOLÓGICA SERRA DA CANOA;Realizar a fiscalização;OUTRO INSTRUMENTO;Pouco apoio externo;0,500139;1;0,25;0,25;1;0,25;0,75;Caatinga
0000.00.0076;101200000000076 ;ESTACAO ECOLOGICA SERRA GERAL DO TOCANTINS;Manter a rotina administrativa;PLANO DE MANEJO;Pouco apoio externo;0,750189;2;0,5;0,75;1;0,75;0,75;Cerrado
0000.00.0076;102200000000076 ;ESTACAO ECOLOGICA SERRA GERAL DO TOCANTINS;Implantar Termo de Compromisso;TERMO DE COMPROMISSO - ACORDO DE GESTÃO;Moderado apoio externo;0,450205;9;0,25;0,5;0,75;0,25;0,5;Cerrado
0000.00.0076;103200000000076 ;ESTACAO ECOLOGICA SERRA GERAL DO TOCANTINS;Organizar e participar em eventos;PLANO DE MANEJO INTEGRADO DO FOGO;Moderado apoio externo;0,750219;1;0,75;0,75;1;0,75;0,5;Cerrado
0000.00.0076;104200000000076 ;ESTACAO ECOLOGICA SERRA GERAL DO TOCANTINS;Implantar o Conselho Gestor;LEGISLAÇÃO - AMPARO LEGAL;Muito apoio externo;0,400224;10;0,25;0,5;0,75;0,25;0,25;Cerrado
0000.00.0076;105200000000076 ;ESTACAO ECOLOGICA SERRA GERAL DO TOCANTINS;Gerir atividades de pesquisa e gestão do conhecimento;PLANO DE PESQUISA;Muito apoio externo;0,550156;6;0,5;0,5;1;0,5;0,25;Cerrado
0000.00.0076;106200000000076 ;ESTACAO ECOLOGICA SERRA GERAL DO TOCANTINS;Realizar ações de Manejo Integrado do Fogo;PLANO DE MANEJO INTEGRADO DO FOGO;Moderado apoio externo;0,700193;3;0,75;0,5;1;0,75;0,5;Cerrado
0000.00.0076;107200000000076 ;ESTACAO ECOLOGICA SERRA GERAL DO TOCANTINS;Realizar a regularização fundiária em imóveis privados;PLANO DE MANEJO;Moderado apoio externo;0,550169;5;0,25;0,5;0,75;0,75;0,5;Cerrado
0000.00.0076;108200000000076 ;ESTACAO ECOLOGICA SERRA GERAL DO TOCANTINS;Realizar a fiscalização;PLANO DE FISCALIZAÇÃO;Moderado apoio externo;0,500139;8;0,25;0,5;0,75;0,5;0,5;Cerrado
0000.00.0076;109200000000076 ;ESTACAO ECOLOGICA SERRA GERAL DO TOCANTINS;Realizar o monitoramento da biodiversidade;PLANO DE MANEJO INTEGRADO DO FOGO;Moderado apoio externo;0,500154;7;0,5;0,5;0,5;0,5;0,5;Cerrado
0000.00.0076;110200000000076 ;ESTACAO ECOLOGICA SERRA GERAL DO TOCANTINS;Elaborar Programa/Plano de Educação Ambiental;PLANO DE MANEJO;Pouco apoio externo;0,70016;4;0,25;0,75;1;0,75;0,75;Cerrado
0000.00.0064;101200000000064 ;ESTAÇÃO ECOLÓGICA TUPINAMBÁS;Implantar o manejo de espécies ou habitats;PLANO DE MANEJO;Muito apoio externo;0,700149;8;0,75;0,75;0,75;1;0,25;Marinho
0000.00.0064;102200000000064 ;ESTAÇÃO ECOLÓGICA TUPINAMBÁS;Gerir atividades de pesquisa e gestão do conhecimento;PLANO DE MANEJO;Pouco apoio externo;0,850156;3;1;1;1;0,5;0,75;Marinho
0000.00.0064;103200000000064 ;ESTAÇÃO ECOLÓGICA TUPINAMBÁS;Realizar a fiscalização;PLANO DE MANEJO;Pouco apoio externo;0,750139;6;0,5;1;1;0,5;0,75;Marinho
0000.00.0064;104200000000064 ;ESTAÇÃO ECOLÓGICA TUPINAMBÁS;Monitorar o Plano de Manejo;OUTRO INSTRUMENTO;Não foi necessário apoio externo;0,950225;1;0,75;1;1;1;0;Marinho
0000.00.0064;105200000000064 ;ESTAÇÃO ECOLÓGICA TUPINAMBÁS;Realizar o monitoramento da biodiversidade;PLANO DE MANEJO;Muito apoio externo;0,600154;9;0,75;0,75;0,75;0,5;0,25;Marinho
0000.00.0064;106200000000064 ;ESTAÇÃO ECOLÓGICA TUPINAMBÁS;Garantir infraestrutura para realização das atividades;PLANO DE MANEJO;Muito apoio externo;0,700209;7;1;1;1;0,25;0,25;Marinho
0000.00.0064;107200000000064 ;ESTAÇÃO ECOLÓGICA TUPINAMBÁS;Elaborar plano de comunicação;PLANO DE MANEJO;Muito apoio externo;0,550187;10;0,75;1;0,25;0,5;0,25;Marinho
0000.00.0064;108200000000064 ;ESTAÇÃO ECOLÓGICA TUPINAMBÁS;Gerir atividades de pesquisa e gestão do conhecimento;PLANO DE MANEJO;Pouco apoio externo;0,850156;4;0,75;1;1;0,75;0,75;Marinho
0000.00.0064;109200000000064 ;ESTAÇÃO ECOLÓGICA TUPINAMBÁS;Garantir equipamentos para realização das atividades;PLANO DE MANEJO;Pouco apoio externo;0,850211;2;0,75;1;1;0,75;0,75;Marinho
0000.00.0064;110200000000064 ;ESTAÇÃO ECOLÓGICA TUPINAMBÁS;Elaborar Programa/Plano de Educação Ambiental;PLANO DE MANEJO;Muito apoio externo;0,55016;11;0,75;1;0,5;0,25;0,25;Marinho
0000.00.0064;111200000000064 ;ESTAÇÃO ECOLÓGICA TUPINAMBÁS;Comunicar e divulgar por meio das redes sociais;PLANO DE USO PÚBLICO;Pouco apoio externo;0,750216;5;0,5;1;0,5;1;0,75;Marinho
0000.16.0885;101200000160885 ;FLORESTA ESTADUAL DO AMAPÁ;Realizar a regularização fundiária em Terras Públicas (CCDRU);PLANO DE AÇÃO;Moderado apoio externo;0,35019;5;0,25;0,25;0,25;0,5;0,5;Amazônia
0000.16.0885;102200000160885 ;FLORESTA ESTADUAL DO AMAPÁ;Implantar o Conselho Gestor;PLANO DE AÇÃO;Moderado apoio externo;0,400224;2;0,25;0,25;0,5;0,5;0,5;Amazônia
0000.16.0885;103200000160885 ;FLORESTA ESTADUAL DO AMAPÁ;Revisar o Plano de Manejo;PLANO DE AÇÃO;Moderado apoio externo;0,300126;9;0,25;0,25;0,25;0,25;0,5;Amazônia
0000.16.0885;104200000160885 ;FLORESTA ESTADUAL DO AMAPÁ;Realizar estudos para alteração de limites;PLANO DE AÇÃO;Moderado apoio externo;0,450128;1;0,25;0,5;0,5;0,5;0,5;Amazônia
0000.16.0885;105200000160885 ;FLORESTA ESTADUAL DO AMAPÁ;Elaborar e acompanhar parcerias para a gestão da UC;NÃO PLANEJADA;Pouco apoio externo;0,350223;4;0,25;0,25;0,25;0,25;0,75;Amazônia
0000.16.0885;106200000160885 ;FLORESTA ESTADUAL DO AMAPÁ;Implantar ações de Educação Ambiental;NÃO PLANEJADA;Pouco apoio externo;0,150207;12;0;0;0;0;0,75;Amazônia
0000.16.0885;107200000160885 ;FLORESTA ESTADUAL DO AMAPÁ;Implementar ações voltadas à exploração de produtos não madeireiros;NÃO PLANEJADA;Pouco apoio externo;0,150165;13;0;0;0;0;0,75;Amazônia
0000.16.0885;108200000160885 ;FLORESTA ESTADUAL DO AMAPÁ;Garantir transporte para realização das atividades;PLANO DE AÇÃO;Moderado apoio externo;0,300208;7;0,25;0,25;0,25;0,25;0,5;Amazônia
0000.16.0885;109200000160885 ;FLORESTA ESTADUAL DO AMAPÁ;Gerir atividades de pesquisa e gestão do conhecimento;NÃO PLANEJADA;Muito apoio externo;0,050156;14;0;0;0;0;0,25;Amazônia
0000.16.0885;110200000160885 ;FLORESTA ESTADUAL DO AMAPÁ;Realizar a fiscalização;NÃO PLANEJADA;Pouco apoio externo;0,350139;6;0,25;0,25;0,25;0,25;0,75;Amazônia
0000.16.0885;111200000160885 ;FLORESTA ESTADUAL DO AMAPÁ;Realizar sinalização dos limites;PLANO DE AÇÃO;Muito apoio externo;0,250173;10;0,25;0,25;0,25;0,25;0,25;Amazônia
0000.16.0885;112200000160885 ;FLORESTA ESTADUAL DO AMAPÁ;Implementar ações voltadas à exploração de produtos madeireiros;NÃO PLANEJADA;Pouco apoio externo;0,400203;3;0,25;0,25;0,5;0,25;0,75;Amazônia
0000.16.0885;113200000160885 ;FLORESTA ESTADUAL DO AMAPÁ;Planejar e Ordenar o Uso Público;NÃO PLANEJADA;Moderado apoio externo;0,250135;11;0,25;0,25;0,25;0;0,5;Amazônia
0000.16.0885;114200000160885 ;FLORESTA ESTADUAL DO AMAPÁ;Manter a rotina administrativa;OUTRO INSTRUMENTO;Pouco apoio externo;0,300189;8;0,25;0,25;0,25;0;0,75;Amazônia
0000.00.0083;101200000000083 ;FLORESTA NACIONAL ALTAMIRA;Implantar o Conselho Gestor;PLANO DE AÇÃO;Moderado apoio externo;0,750224;5;0,5;1;1;0,75;0,5;Amazônia
0000.00.0083;102200000000083 ;FLORESTA NACIONAL ALTAMIRA;Realizar a fiscalização;PLANO DE FISCALIZAÇÃO;Muito apoio externo;0,750139;8;0,75;1;0,75;1;0,25;Amazônia
0000.00.0083;103200000000083 ;FLORESTA NACIONAL ALTAMIRA;Manter a rotina administrativa;OUTRO INSTRUMENTO;Moderado apoio externo;0,750189;6;0,5;1;0,75;1;0,5;Amazônia
0000.00.0083;104200000000083 ;FLORESTA NACIONAL ALTAMIRA;Emitir Autorização Direta;OUTRO INSTRUMENTO;Pouco apoio externo;0,950153;2;1;1;1;1;0,75;Amazônia
0000.00.0083;105200000000083 ;FLORESTA NACIONAL ALTAMIRA;Manter a rotina administrativa;OUTRO INSTRUMENTO;Moderado apoio externo;0,850189;4;0,75;1;1;1;0,5;Amazônia
0000.00.0083;106200000000083 ;FLORESTA NACIONAL ALTAMIRA;Realizar a regularização fundiária em imóveis privados;OUTRO INSTRUMENTO;Muito apoio externo;0,650169;9;0,25;1;0,75;1;0,25;Amazônia
0000.00.0083;107200000000083 ;FLORESTA NACIONAL ALTAMIRA;Implementar ações voltadas à exploração de produtos madeireiros;PLANO DE MANEJO;Não foi necessário apoio externo;0,900203;3;0,5;1;1;1;0;Amazônia
0000.00.0083;108200000000083 ;FLORESTA NACIONAL ALTAMIRA;Gerir atividades de pesquisa e gestão do conhecimento;OUTRO INSTRUMENTO;Não foi necessário apoio externo;1,000156;1;1;1;1;1;0;Amazônia
0000.00.0083;109200000000083 ;FLORESTA NACIONAL ALTAMIRA;Manter a rotina administrativa;OUTRO INSTRUMENTO;Pouco apoio externo;0,750189;7;0,75;0,75;0,75;0,75;0,75;Amazônia
0000.00.0132;101200000000132 ;FLORESTA NACIONAL DA RESTINGA DE CABEDELO;Elaborar e distribuir os materiais de comunicação;PLANO DE MANEJO;Moderado apoio externo;0,750188;9;0,75;0,75;1;0,75;0,5;Mata Atlântica
0000.00.0132;102200000000132 ;FLORESTA NACIONAL DA RESTINGA DE CABEDELO;Realizar estudos para criação;PLANO DE MANEJO;Moderado apoio externo;0,650127;13;0,75;0,75;1;0,25;0,5;Mata Atlântica
0000.00.0132;103200000000132 ;FLORESTA NACIONAL DA RESTINGA DE CABEDELO;Realizar demarcação dos limites;PLANO DE MANEJO;Muito apoio externo;0,200174;19;0,25;0;0,5;0;0,25;Mata Atlântica
0000.00.0132;104200000000132 ;FLORESTA NACIONAL DA RESTINGA DE CABEDELO;Avaliar impactos ambientais em processo de licenciamento ambiental;PLANO DE MANEJO;Moderado apoio externo;0,800151;6;0,75;0,75;1;1;0,5;Mata Atlântica
0000.00.0132;105200000000132 ;FLORESTA NACIONAL DA RESTINGA DE CABEDELO;Garantir infraestrutura para realização das atividades;PLANO DE MANEJO;Muito apoio externo;0,650209;12;1;0,75;1;0,25;0,25;Mata Atlântica
0000.00.0132;106200000000132 ;FLORESTA NACIONAL DA RESTINGA DE CABEDELO;Realizar o monitoramento da biodiversidade;PLANO DE MANEJO;Moderado apoio externo;0,550154;16;0,75;0,75;0,75;0;0,5;Mata Atlântica
0000.00.0132;107200000000132 ;FLORESTA NACIONAL DA RESTINGA DE CABEDELO;Planejar ações de manejo de espécies ou habitats;PLANO DE MANEJO;Muito apoio externo;0,300199;18;0,5;0,25;0,25;0,25;0,25;Mata Atlântica
0000.00.0132;108200000000132 ;FLORESTA NACIONAL DA RESTINGA DE CABEDELO;Monitorar a Visitação;PLANO DE MANEJO;Pouco apoio externo;0,900195;3;0,75;1;1;1;0,75;Mata Atlântica
0000.00.0132;109200000000132 ;FLORESTA NACIONAL DA RESTINGA DE CABEDELO;Gerir atividades de pesquisa e gestão do conhecimento;PLANO DE MANEJO;Moderado apoio externo;0,550156;15;0,5;0,25;0,5;1;0,5;Mata Atlântica
0000.00.0132;110200000000132 ;FLORESTA NACIONAL DA RESTINGA DE CABEDELO;Gerir atividades de pesquisa e gestão do conhecimento;PLANO DE MANEJO;Não foi necessário apoio externo;0,950156;2;1;0,75;1;1;0;Mata Atlântica
0000.00.0132;111200000000132 ;FLORESTA NACIONAL DA RESTINGA DE CABEDELO;Elaborar Termo de Compromisso;PLANO DE MANEJO;Moderado apoio externo;0,750159;11;0,5;1;1;0,75;0,5;Mata Atlântica
0000.00.0132;112200000000132 ;FLORESTA NACIONAL DA RESTINGA DE CABEDELO;Avaliar e monitorar o Conselho Gestor;PLANO DE MANEJO;Pouco apoio externo;0,9502;1;1;1;1;1;0,75;Mata Atlântica
0000.00.0132;113200000000132 ;FLORESTA NACIONAL DA RESTINGA DE CABEDELO;Realizar a fiscalização;PLANO DE MANEJO;Muito apoio externo;0,600139;14;0,25;1;0,5;1;0,25;Mata Atlântica
0000.00.0132;114200000000132 ;FLORESTA NACIONAL DA RESTINGA DE CABEDELO;Elaborar Programa/Plano de Educação Ambiental;PLANO DE MANEJO;Moderado apoio externo;0,75016;10;0,75;1;0,75;0,75;0,5;Mata Atlântica
0000.00.0132;115200000000132 ;FLORESTA NACIONAL DA RESTINGA DE CABEDELO;Realizar sinalização dos limites;PLANO DE MANEJO;Muito apoio externo;0,500173;17;0,75;0,25;1;0,25;0,25;Mata Atlântica
0000.00.0132;116200000000132 ;FLORESTA NACIONAL DA RESTINGA DE CABEDELO;Elaborar e acompanhar parcerias para a gestão da UC;PLANO DE MANEJO;Muito apoio externo;0,750223;7;1;0,75;1;0,75;0,25;Mata Atlântica
0000.00.0132;117200000000132 ;FLORESTA NACIONAL DA RESTINGA DE CABEDELO;Implantar ações de Educação Ambiental;PLANO DE MANEJO;Pouco apoio externo;0,850207;5;0,5;1;1;1;0,75;Mata Atlântica
0000.00.0132;118200000000132 ;FLORESTA NACIONAL DA RESTINGA DE CABEDELO;Manter a rotina administrativa;PLANO DE MANEJO;Moderado apoio externo;0,750189;8;0,75;1;0,75;0,75;0,5;Mata Atlântica
0000.00.0132;119200000000132 ;FLORESTA NACIONAL DA RESTINGA DE CABEDELO;Emitir Autorização Direta;OUTRO INSTRUMENTO;Não foi necessário apoio externo;0,900153;4;1;0,75;0,75;1;0;Mata Atlântica
0000.00.0082;101200000000082 ;FLORESTA NACIONAL DE AÇU;Implantar ações de Educação Ambiental;PLANO DE MANEJO;Moderado apoio externo;0,400207;8;0,5;0,25;0,75;0;0,5;Caatinga
0000.00.0082;102200000000082 ;FLORESTA NACIONAL DE AÇU;Elaborar e acompanhar parcerias para a gestão da UC;OUTRO INSTRUMENTO;Moderado apoio externo;0,700223;4;0,75;0,75;0,75;0,75;0,5;Caatinga
0000.00.0082;103200000000082 ;FLORESTA NACIONAL DE AÇU;Realizar ações preparatórias do monitoramento da biodiversidade;PLANO DE MANEJO;Total apoio externo;0,400198;9;0,5;0,5;0,5;0,5;0;Caatinga
0000.00.0082;104200000000082 ;FLORESTA NACIONAL DE AÇU;Gerir atividades de pesquisa e gestão do conhecimento;PLANO DE MANEJO;Moderado apoio externo;0,450156;7;0,5;0,25;0,75;0,25;0,5;Caatinga
0000.00.0082;105200000000082 ;FLORESTA NACIONAL DE AÇU;Monitorar o Plano de Manejo;PLANO DE MANEJO;Pouco apoio externo;0,900225;1;1;1;0,75;1;0,75;Caatinga
0000.00.0082;106200000000082 ;FLORESTA NACIONAL DE AÇU;Realizar a fiscalização;PLANO DE FISCALIZAÇÃO;Muito apoio externo;0,400139;10;0,5;0,25;0,75;0,25;0,25;Caatinga
0000.00.0082;107200000000082 ;FLORESTA NACIONAL DE AÇU;Manter a rotina administrativa;SEM INSTRUMENTO;Muito apoio externo;0,600189;6;0,75;0,75;0,75;0,5;0,25;Caatinga
0000.00.0082;108200000000082 ;FLORESTA NACIONAL DE AÇU;Implantar Uso Público;PLANO DE MANEJO;Muito apoio externo;0,300136;11;0,5;0,25;0,5;0;0,25;Caatinga
0000.00.0082;109200000000082 ;FLORESTA NACIONAL DE AÇU;Avaliar e monitorar o Conselho Gestor;SEM INSTRUMENTO;Pouco apoio externo;0,7002;5;0,75;0,75;0,75;0,5;0,75;Caatinga
0000.00.0082;110200000000082 ;FLORESTA NACIONAL DE AÇU;Realizar compensação ambiental;OUTRO INSTRUMENTO;Moderado apoio externo;0,800186;2;1;0,75;1;0,75;0,5;Caatinga
0000.00.0082;111200000000082 ;FLORESTA NACIONAL DE AÇU;Garantir infraestrutura para realização das atividades;OUTRO INSTRUMENTO;Moderado apoio externo;0,750209;3;1;0,75;0,75;0,75;0,5;Caatinga
0000.00.0084;101200000000084 ;FLORESTA NACIONAL DE ANAUÁ;Avaliar a gestão da unidade de conservação;OUTRO INSTRUMENTO;Moderado apoio externo;0,750129;1;0,5;1;0,75;1;0,5;Amazônia
0000.00.0084;102200000000084 ;FLORESTA NACIONAL DE ANAUÁ;Realizar sinalização dos limites;SEM INSTRUMENTO;Moderado apoio externo;0,600173;7;0,5;0,75;0,75;0,5;0,5;Amazônia
0000.00.0084;103200000000084 ;FLORESTA NACIONAL DE ANAUÁ;Realizar ações de Manejo Integrado do Fogo;PLANO DE MANEJO INTEGRADO DO FOGO;Moderado apoio externo;0,650193;3;0,5;0,75;0,75;0,75;0,5;Amazônia
0000.00.0084;104200000000084 ;FLORESTA NACIONAL DE ANAUÁ;Elaborar Plano de Manejo;PLANO DE MANEJO;Moderado apoio externo;0,600125;8;0,75;0,75;0,75;0,25;0,5;Amazônia
0000.00.0084;105200000000084 ;FLORESTA NACIONAL DE ANAUÁ;Manter a rotina administrativa;OUTRO INSTRUMENTO;Moderado apoio externo;0,600189;6;0,5;0,75;0,75;0,5;0,5;Amazônia
0000.00.0084;106200000000084 ;FLORESTA NACIONAL DE ANAUÁ;Garantir equipamentos para realização das atividades;OUTRO INSTRUMENTO;Moderado apoio externo;0,600211;5;0,5;0,75;0,75;0,5;0,5;Amazônia
0000.00.0084;107200000000084 ;FLORESTA NACIONAL DE ANAUÁ;Realizar a fiscalização;PLANO DE FISCALIZAÇÃO;Muito apoio externo;0,550139;11;0,25;0,75;0,75;0,75;0,25;Amazônia
0000.00.0084;108200000000084 ;FLORESTA NACIONAL DE ANAUÁ;Gerir atividades de pesquisa e gestão do conhecimento;OUTRO INSTRUMENTO;Moderado apoio externo;0,550156;10;0,5;0,75;0,75;0,25;0,5;Amazônia
0000.00.0084;109200000000084 ;FLORESTA NACIONAL DE ANAUÁ;Avaliar e monitorar o Conselho Gestor;SEM INSTRUMENTO;Moderado apoio externo;0,5502;9;0,25;0,75;0,75;0,5;0,5;Amazônia
0000.00.0084;110200000000084 ;FLORESTA NACIONAL DE ANAUÁ;Gerir atividades de pesquisa e gestão do conhecimento;OUTRO INSTRUMENTO;Pouco apoio externo;0,650156;4;0,5;0,75;0,75;0,5;0,75;Amazônia
0000.00.0084;111200000000084 ;FLORESTA NACIONAL DE ANAUÁ;Implantar ações de Educação Ambiental;OUTRO INSTRUMENTO;Pouco apoio externo;0,650207;2;0,5;0,75;0,75;0,5;0,75;Amazônia
0000.00.0084;112200000000084 ;FLORESTA NACIONAL DE ANAUÁ;Realizar estudos para criação;NÃO PLANEJADA;Muito apoio externo;0,050127;12;0;0;0;0;0,25;Amazônia
0000.00.0077;101200000000077 ;FLORESTA NACIONAL DE ASSUNGUI;Monitorar o Plano de Manejo;PLANO DE MANEJO;Pouco apoio externo;0,600225;14;0,75;0,75;0,75;0;0,75;Mata Atlântica
